hash_Id,data,label,len
8bbb8dc52a4ef033131c3e38318686f3,睡觉吧你!不困啊你,20000,9
28a7b41158e353d2099972cb377bcd40,有本事你发表情,20000,7
c4e55fac570e40a3c2a9c1860a7e60c7,那开始吧!啵一个,20000,8
2b0d803c8d02232be8b6c75b7fcb71ec,鸡爪子好吃吗,20000,6
4c165eadc4272e879c95d130e84243ad,没有啊,20000,3
899ea2eec05a1c76a3b88983d68a5501,在干啥,20000,3
86d51ce7753a36079041fc15f7248035,呵呵,20000,2
98c2d9a71184d8faf1a39efb107d634d,他有老婆吗,20000,5
5b9bd653dad689c166baee203ca8e979,晚安,20000,2
810a922ce4f2f041ff0b02f7ec738a39,爱情是什么,20000,5
750f6355e7e7d36569c85f5c849eb040,为什么我不是第一个,20000,9
34d7e2a94cd7cd73bb74c5e4ff86ef3e,奥特曼,20000,3
1a8a8e7065f948671eb587e1b9a42979,刘亦菲,20000,3
930f7f27128e5b74213e4550a627cf95,艹泥马,20000,3
dbbb4cb8c37342cd45b890484801e022,赶紧的,20000,3
f12b8cc82e18d630989cf1a365966e8c,护士,20000,2
b949ac79ddf9e0d4b9b4ea830f482c7d,贱贱你困吗,20000,5
2ec7720a0fd8540eefa7db7fce51efef,我就是变态,20000,5
c00ed808b8ca92ed5084e1ddd52b7a9c,点心桌面是神马,20000,7
d35032841821d796619cab8ffbed9526,说说,20000,2
7f4c0d826f36ef2253a6f0d98d36a76a,苍茫的天涯是我的爱下一句是什么,20000,15
a8945a7e379ec7839469a9c5793dfd25,和谁,20000,2
ba0cfc181f401b73202c47c5bfe33a67,呼噜,20000,2
4a91d9f35324b952ab93a00bbee9975e,你真聪明,20000,4
4cbfee411da6fde3a1ea8eee007c4dc1,你吃米么,20000,4
012fda8df09ef0db308c4f15422bd471,猜不出来,20000,4
e885cb9ce2561e0a2de874dd5ac63aca,嗯,20000,1
e76d582b32bb2595f2655f613da49568,那你来吧 小崽子,20000,8
01aca6df8ba9a1322c775bf5ba681f42,你个白眼鸡,20000,5
6d7a26d9c37fc119f659b19105728067,迟到了,20000,3
83619943093f826024e0710582f13405,那你觉得她人怎么样,20000,9
a0e3321eead781a55f8028b45912779f,你是傻叉吗,20000,5
75419fe374a8addc5e493006c4997258,你喜欢么,20000,4
9e0a0b046f5fa083b8789d8f92b5059f,你知道山东财经大学吗,20000,10
13dcc038d6fb0fb2ce97b38fc78c7314,你木有,20000,3
7ed1e94ee3435dba54b5119f11c95a12,你白痴……居然不懂我的心,20000,12
1dec2192eb7d0d91b4afacc2eb40d5e9,寂寞求安慰,20000,5
74203850b797624ee5d98b0f1a303ceb,怎么办,20000,3
dd215529450ad3243e90ee2ceb41fa63,我该去吗,20000,4
7a32e70ced5da80da8f44d966011362d,你说我能不能干区队长,20000,10
bccd92411f0c473cb34745a21456d58d,蛋子,20000,2
f8fc9be93b8cceda33f3039e12e0c1d4,不准,20000,2
bc95d74abec9d1676beff1c056df94e7,你知道你是傻蛋么,20000,8
146b3d47959ffeb4e33d363cd35ab4a4,公厕里扔炸弹,20000,6
e03c19742a7b521d4a48f1517e62d789,怎么爽,20000,3
c66ef4f75cb5414ecba3b73c6180dac1,回答问题 问你哪个学校的研究生怎么样,20000,18
a413f2775fb85e19a8e8477e3e6ac64f,你穿内裤不,20000,5
4dea1d1af99d748348800ebc045d8e83,恶心的,20000,3
6a23e2f95d4d78569ebc121aea47afd9,你欠我钱,20000,4
1cbb7d11696b8a01dfd7a61a58982f4f,怎么了,20000,3
92ac86d723a45685a7f3eb97cf024469,头疼怎么办,20000,5
052a772d365bcdb434dbcaad1c5c8d29,不搞笑,20000,3
03f38f149fd661859cd23dfa19d4805c,你的qq号多少,20000,7
62781077aee023ffff6591b8f65a3727,最好听的名字,20000,6
2138981e10a1db61e4a8d16d53d4c5c0,你和谁是一对,20000,6
e29e6e4272bcace74d3873db0f9feb1e,我喜欢吃烧鸡,20000,6
18beb982504125e251ea596a71119564,你也知道糗百,20000,6
7915c3c0be95c5a53d569b43c5fa1894,你爸是谁,20000,4
e37a4155ce3a3b2fd045db212b01460b,说的就是我,20000,5
ae8aaf51b070abf344a5efdc8bd1af15,唱不唱,20000,3
afd1b10ce08b26775e1b13b5c640f39b,有没有别的办法了,20000,8
4fd33b32a052d74dfdda65d941cbbaaa,好多事,20000,3
28d32abb51000076686147fcffa24870,小二,20000,2
d2b2c3cfd64baeb31c36fbb6d145877a,你妹你大爷,20000,5
2c17320772aa6331a9213389613214ca,小管,20000,2
1eab3d1caefa43efa3ef8f12218c2f18,你认识他妈,20000,5
42d32e89f27b2304f194e324e7d4b813,我想睡觉了,20000,5
9db654b10dbe3066f2ffb605d54de8a1,散养,20000,2
d4d8f7ecb4fcb083621524727e20bc45,我到底喜不喜欢他,20000,8
09c834314b55cb53d47362fecab92ba3,张济鹏又让我郁闷了,20000,9
a971310e1f4436071ae1930d29527f54,不感冒,20000,3
be824e91c3dde0c423f7bb59b5b71ad5,reply小通: 好啦,20000,11
9393a5b6344b54de7601cf71a434b15d,屁股痛肿么办,20000,6
8e6801ed27062995d0a9503d37c1a755,你不懂,20000,3
a7133a2fe9ea016893af3ada49c93d2f,怎么追,20000,3
11e7a651e8a27d150c88111892fdd292,离婚了就没那么多烦恼,20000,10
dccc8f2f433bc8027b5f38934e29c62e,找死,20000,2
c85b89a4eb23eeb5b1459863a7e2ef0d,你觉得你比siri聪明吗,20000,12
a3c6491892663fc423a408f4a2f4b07a,大娘鸡,20000,3
afeabb281fd510fdae473042a1362136,车震?这么高品味,20000,8
b1a6378922bfb1f6f2dbcff50f270e99,你会啥,20000,3
b152d341d06a07728e8a5e2271824a8f,换一个,20000,3
bbee9e94b2bb9f57fef701366904f2b7,讲个笑话,20000,4
7102129ae852fa383e29a69ba58e358b,还有维嘉,20000,4
f8d5dfc33e52404f32d1826de605ab10,内裤脱了,20000,4
ccf9299ca72dd80bbac2c18d104cd1d6,你舍得么,20000,4
4f35d642c6f692c32012e72b506e5ebf,小名叫什么?我问你么,20000,10
5fa04704bee40d2b50acb1431a07991b,怎么找不到小通?郁闷,20000,10
86d51ce7753a36079041fc15f7248035,呵呵,20000,2
1a04a002b506b225595fc0490988005e,不开心怎么办,20000,6
9afcad3e56335ca0a4b5baf0a69fe12d,你算出来了么,20000,6
32ae6ba124263a91cff6d267eeeb5671,滚蛋 你他妈就是个滚蛋,20000,11
0bba83ad508984f488f922d32471cf25,你敢骂我    呜呜,20000,10
20bb4323452570df846a0fe661b86872,so ga ga,20000,8
764109ef94410e7afa2dd901463c7918,没事说,20000,3
3eb84b8729e0bd6dea8a0d91276917cd,聊天的人多了,20000,6
5987380670b4f8a3585316b4b078088c,你全家是毛鸡蛋,20000,7
208225d059045d69c286dc4f8e4ffe6f,你特么到底知不知道,20000,9
8e8f99f8df3c8ca4ddcbbf9df60a5255,你是说繁星天生一对吗,20000,10
d3be299cc7fee685a6e14f92dd617376,你真大方,20000,4
fb8de8dc28316b35cc2bdf6e3352e92c,回复的够快的,20000,6
f003da584587e3dd4272c7c8f7faf267,你猜不到,20000,4
c3c9ff7833ec42e81c0881d57e3ea62c,叽叽复鸡鸡,20000,5
2c853c007c02211b48fdcc3866ae338b,有我嘛,20000,3
975a6666b32400709b89b9a58da05f6e,来个冷点的笑话好不好,20000,10
69e3296ed6c29cf1fafdd5454d18c8b4,说个笑话,20000,4
20bca5ea58208a681a1ed1e52cdf7e28,东大,20000,2
13721877b7b0f5b59c45c0e240748fdd,不悲伤,20000,3
cf4e4a64346d4b8feb0f1b42f21c2d85,马小梅是谁,20000,5
3b0cf7ea44664430d2879c08cc7071a4,快生两个借我,20000,6
b899d4807fb2dd6fd35527012d3603eb,什么是死瓶子,20000,6
24de53a337d2bdddf4409ad99ee62620,我前面问的那个小通是公鸡还是母鸡的问题不见了,20000,22
705103891d26d039479f72e6a01facf6,你没有灵魂,20000,5
4ffa95f6791fc98575ca1a167565958a,少忽悠人了,20000,5
34548adca7b98178caa387000f5626a8,就是胡说八道吧你,20000,8
a407449f8279393f5339ab2dfaceee42,你方便啊,20000,4
1e47a6ad181c25c18cfc6fd36501fbfb,你不要把你主食说出来,20000,10
8d94230b8008a87f82046a6dff054a61,那模特排骨妹,20000,6
c7b74406ea444326cc534b11185a6dd5,汗死。。你咋说脏话,20000,9
58a17c70afbd73aaedc103ed209b4e03,笨鸡,20000,2
2221ae62bc46f4f8f96b751d844c0eee,那  不许陪别人,20000,8
c7a31e5fefcce1c5d66d1d8f19a56d0b,给讲个笑话呗,20000,6
ff2671ec63c2ba9abe46237caf1d5ac4,别老发呵呵好吗,20000,7
44a725cd1c42206eebd8c271b807747a,我心里只有血液还有心室,20000,11
c31664b6569cadabaf66610394aecba7,你是怎么爱上我的,20000,8
3f289b84cfade9815b7d44ece0a5e33d,省略号毛意思,20000,6
ce65d955b502e3a25237672aff18b616,这和黄有什么关系,20000,8
82c9021bd632169f1ca7a6f8121fed2a,感觉和你说话好无聊啊,20000,10
25759df19efb4403b87b66cf33d9d183,你是个生物不,20000,6
a0627ae0aa54709de71600cc9a25788d,怎么样从汕头回南充,20000,9
0c5edad1d31247a673449a8994850684,那你是啥?能吃不,20000,8
0e50f490afb587b690801a3b9b26c2c8,干的行不,20000,4
6232e7e3992eb34431066e7178ee756d,错了要不要改,20000,6
8c3a8cde8bff5d2e3b5056c8039b0430,气死你,20000,3
86e4744577acfd0d1767a99e718bed64,丸子是谁,20000,4
f1a90117953a45dd1a7c198ddfffecde,是谁,20000,2
39c256bc266c965b2d203e44444f2eb9,我木有撒娇,20000,5
aa74809d60b47c884ed1cecb7c23b55e,不是去你妈了个逼的意思么,20000,12
0b5181eb1d423d3a86a1a47190d01da5,你拜我,20000,3
ef8f8744d6236eb51556c2e2e1944609,我也不哭,20000,4
e75d907b7b612be08ba0658a3194254d,更新太快,20000,4
24c4a08939d95eafd38e32aebee2a790,鸡鸡家乡在哪,20000,6
fa7c48c17b3c9b236b72a2e7de3919c0,走了,20000,2
876190ba8ebad8bdb1adef8c3c94d35c,看吧…你太让我桑心了,20000,10
bf89ce6505933e89e63b2ee7b02e2610,好好学习,20000,4
7eeffbd2f501740fe186fd6e29401631,等等,20000,2
b7380d506f91f4a7496009ed8b6498ff,看来你是笨鸡,20000,6
8ef13635fee47ac92c85f1e03429e567,coco是船长水刀刀刀暴,20000,12
52a8c48bee599ba61a548a2d45bdc1dd,女神,20000,2
6c0bd597a8157135deb26c88a7c0fac7,你二你快乐,20000,5
79d238306c4b68ed29787114f3533659,lol寡妇的出装,20000,8
a10b36ec2ae8ef04a9665d4f2a533c3c,好的我要吃,20000,5
c7e7971090348a7c5fb3152d0f5026db,你欠揍,20000,3
8118c9e8169881de36f20d75588a28fa,鸡毛蒜皮,20000,4
e516e082fa733c60354758391e1364cb,不跟你玩了 整不过你 拜拜,20000,13
56bfb6fb6ffe18fa72cebdd2f877ece6,萌萌 不要站起来,20000,8
ccdcd257dbf9defc2bdd6d74dec4a86f,你赢了,20000,3
2dff537003117b7c490f9c4f7619382b,会不会,20000,3
52dc7e8bf5512b3be4f0b2b917c9a39f,大肥鸡,20000,3
bdeed7841c213eb07c1c0bce73191581,知道小黄鸭吗,20000,6
9cd50f937538a43bf83310427281386e,没劲。不扯了,20000,6
551064ed12880e41eb16c71e792bed9c,要合肥,20000,3
22aab07a9663ee0678ce711de3f94972,哲哥谁,20000,3
44b2529206ef20e8af5fc05f8c053b0c,你真是个坏鸡鸡,20000,7
9ca62bbc5426a890ab240c02a3a30b99,因为所以,20000,4
61820b588ddf82b03f2ff719f85ae701,臭鸡,20000,2
d695eeb4612ce3c88e3c5e512ccf2603,我今天查了一下,20000,7
ae76fd8e8f4bf1bce8dc920bdeff10f8,你最可爱,20000,4
b5c37b9e16d345abd0b71b602060b091,你弱爆了,20000,4
f93f0af66b733992b5a1ca62563c2017,妈妈是谁,20000,4
aa5b42abe9e9a55bfa1903370e7a9218,秘密,20000,2
890148749d78163f475febf02ea65c9e,我饿……你给我啃个鸡腿嘛,20000,12
5be723bd1b178e77a2672b900301dfb7,遇到不会回答的就,20000,8
34d96318e4ae4704273bb4f4162b572e,你傻逼,20000,3
32cb2255f8713e2acd5440a8c157aa71,近视的够可以,20000,6
559b227a77b7203b4e2203d7272ee1ac,你家是鸡窝,20000,5
aa70c465e6fe1c2a73ab31f6426d7219,别发符号,20000,4
a8bb321a3bcb39bdd108df8cd416a667,你最讨厌谁,20000,5
44317f1d60bc8b27c40b74312cfc6aaa,这太有歧义了,20000,6
a9b4ec2eb4ab7b1b9c3392bb5388119d,3377,20000,4
eb468f3ddeb94bdce780618362be734e,么么。给小爷亲个,20000,8
61779099d4a9ef33de07a7fd6ff1cc8f,有么,20000,2
46bd0a3b813c9f7df6e0a640f8572737,几岁了,20000,3
ddcab4f0ca388f6fcf08ea3c2f8f54d3,是母的吗,20000,4
cf0d7190bef98554a733043bb39f15db,笑一个,20000,3
297193d5fe01232d598deec32b1bf9f2,什么高一,20000,4
caf876578c821463aaeeeebf7931b620,好么你,20000,3
a4f235b06d5dde6dde0254c89c3d33a2,买票,20000,2
1e9b1bb69c88f08f2bcd2a10c21f1267,我不要鸡,20000,4
5647f27c541503c11f0a3522e793697b,白羊座运势,20000,5
43cb9604d3197e2afb57f5a44c1acbc0,你算的答案,20000,5
7640b1723b483d38a47ff5bc19083436,谁讨厌,20000,3
c5ff267db7ec5c663d5f11099a79a7f3,跪安,20000,2
b8870ef6a75702e7bbdeae1783de872b,唉,20000,1
74b4f86de2cec4138e234f9f1af02b2e,是啊,20000,2
5f8557178867b1624ff3b5dbfca5801e,含是不明白,20000,5
9c52395e5bc201e4a173e2aa33fe8c48,我喜欢调戏你,20000,6
7915c3c0be95c5a53d569b43c5fa1894,你爸是谁,20000,4
1b96549814cc90ff168c9029764b8ea0,耍赖 你不是,20000,6
cab0f35df80bfc7039cd38f349e18c37,牛豆,20000,2
ef2712b1bb1f0b6a316714994a2d2d45,鸡,20000,1
7edf94f8ddb359859979d578219fd746,馍馍摸摸你,20000,5
e90a311f6d193736bc9bb6c4144f3370,你什么时候睡觉,20000,7
bd060f0ae3c87bbd10431d4a925390e1,你解释,20000,3
3bc5bce7c73ecdb6f5544d68a62c3f0c,你个二鸡,20000,4
728abd0aa4a0358c97a069f19c87f187,过年没钱怎么办,20000,7
913989899f0ed4836d374888c1b2a6e2,你知道的很多,20000,6
a35888a7d11fc0858909a5bdda5fd96e,昨晚打炮了,20000,5
20fecc1828f6722db87eabccd9c67093,不想睡觉怎么办,20000,7
45042dfca28a2225f85b9f006407b7a2,难道你不可以,20000,6
a137ebd186a79574a99fbbb65cbd3da8,小通,20000,2
0173235333932bc633ddce71b1ddb835,我儿子很调皮,20000,6
0cb4ccd6e3856681304b8659d3ee6f30,两个笑话吧鸡鸡,20000,7
14717d8235b0f1cae391ef8c185b57de,你清蒸了,20000,4
84aa763e6f3fe9885cdb3cadf18380a2,你要变成大胖鸡吗,20000,8
1eb414dc04cf5bd1fca0b688236ad42d,你不知道麽,20000,5
43dbe6c513173706fd957d9aaab88eb9,笑什么?快和我道歉,20000,9
5bf7db3f3c2ceab392c45e02101b37ad,你認識繁體字嗎,20000,7
fc98aa904adab972ae857938f2d39a13,你这只呆鸡,20000,5
a0c5ab42db86533cf9b50355f3ed46ac,是个二货,20000,4
6cd66ca7758a32fbb11494a1df82207c,我考试考的好,20000,6
32958db7a53262fde16b381386679e57,日你嘴子,20000,4
cea7b51ee5fa17127489f1f9d7068c5e,你看我是歌手了么,20000,8
0229764abb71f8fd9c8b85e730ed6abc,切,20000,1
9ad298bd75d1e8cd185a54c6c26a745c,我爸又不会教我学大物,20000,10
5d62cf56e4ef33e0dff5b9a9cbbc4256,好饿不想起床,20000,6
fce0c43899dac8736a1e668987e70b93,教我两句表白,20000,6
ceba546892ec451425b5d8824c2466fe,你你你,20000,3
b0dae49e12684e3a14b127538d2baf1b,叫皇后,20000,3
65d90cc62ce077223b260a7870ac752e,你是骗子,20000,4
a11058602bbcb753b20326448dc54fb8,我会计会不会挂,20000,7
22ff294c22729e5b21ed694e5bb1734f,你太火爆了,20000,5
89695f0d20d7796165b563f0eda3ff9a,你都玩什么游戏,20000,7
3063f395a8ced667d935c2f6c00c2e49,您能否代替百度,20000,7
704450a713640bff45e15aba065b7d20,辣椒炒鸡,20000,4
72c99a7a288f7d0269a0054388fbe2f9,怎么才想说,20000,5
b25e07616b08dd22ae5852e353b3fdf3,22:22,20000,5
b9195b8d876f4d05879df485783820aa,你吃屎长大的,20000,6
719e0b6005984f77ca95616947a64841,你睡吧,20000,3
2924bf65dba65966c59023fe1d9614df,你和元芳什么关系,20000,8
e30026e614a8bff7b968a363c4baa2bc,何其,20000,2
fa9c440316c05b45ec2f073bbb778905,呼,20000,1
66ae7b02420c8760984aa0a8a9564523,因为我爱你嘛,20000,6
cfdc3958fdc7e89b435ea843e2d101bb,你拍二,20000,3
281c123f0a43290f8cf6df6291fc9af0,成反比,20000,3
b3258df295eefdcdb7c21c086466e7b3,可她想嫁给我t_t,20000,9
938c7f2a6869f2de22254235017c81a7,人累、是不是因为没有信仰,20000,12
f86bb64799b0f35eeae7a8651cbb5f7a,吮指原味速生,20000,6
1395ede92aef2445b09db9e95fc9d4e1,布鲁克,20000,3
e3fbec2ead9cc8f69ef64fcadbb2028f,哎呀,20000,2
abd4f63e937fb7ae6e41690670067b4e,我总是@不了你,20000,7
a07387ef56eda5b7385f8c08dbd374c1,困死你,20000,3
9cb58f674308c68cd2e6981e8d123028,沙溢和闫妮,20000,5
0d8507156d659dd765e30190a85b380c,王荣欣,20000,3
5440548422a0f0b179eb45059dd503f9,说说呗,20000,3
683b2d3b2b0332cdb55568349a55f308,还蛮人性化,20000,5
ac555d5e2ac596da28f5ce5087493c28,又跟我,20000,3
7ecc23bbe3a416f113cd983e72111f3d,不认识→_→,20000,6
d1591215e9bc769d4db8a8786584eeb8,来吧,20000,2
3b4894d183aa248adf759ff98a8a33b4,你妹的,20000,3
dd3db4b0b1eac9c82125fb715d0ea922,讨厌!我才不和你同类,20000,10
cb412040910730f5b8c064d4b4306f76,我昨晚做了件自己都觉得犯贱的事,20000,15
ac92446c38852f7de53058b9e255a0ac,去哪,20000,2
1676b9262916fe17ac7f56f90ce15c8e,嗯。挺乖,20000,4
a577436d7479030c0453d3c312e48eb4,你出来让我看看你呗,20000,9
4fbee31860982487f1f3b51bf612a65d,怎么发状态时@你,20000,8
74203850b797624ee5d98b0f1a303ceb,怎么办,20000,3
33d6383ce5620727f39f37dbf2bb6802,人活着真累不是吗,20000,8
e7c37575b8b33fca7c8e94f712aa2385,经典,20000,2
069dde97db5bea8c702020b54ded4bdd,李娜表现怎么样,20000,7
021f9353e56bf9f065056f22c20b1ff2,你英文名字叫什么,20000,8
787e6460e3000e576510a63c4d3046dc,而且楼上楼下电灯电话,20000,10
910a35fcc7fa5eb90d09ecde4ce4067e,你喜欢我不,20000,5
ee67d565c69f5b9167da25d6174a6106,讲个笑话呗,20000,5
61df5ffec088d75e03c5b75ff709c3b3,你才有了,20000,4
6ca54fe2c95ef82ac3cf4620496d7cdc,你里外骚。,20000,5
92edff665aded76f7e8e84a85b20ef07,为什么你叫小通,20000,7
98ada683b2d938e46231ca00ef7795cd,去哪睡,20000,3
69a2076f70e06694f689439d7a893261,伤感你不鸟我,20000,6
79524010374499f2a7bd83e970a2bc6c,鸡腿比较好吃,20000,6
4547a98aa0c214409217a3cc323fc6fb,喜欢贱鸡,20000,4
ce021b44d31a7dbd43dde945efeaf845,你认识的人可真多,20000,8
b5156da47edf08f5f2eb6d6f776cd215,他还喜欢我吗,20000,6
264085d137c83ff55a35887fd5f873ab,不理你了!不回答我,20000,9
22f97e2dfd1c4d1604848c3fca55ef13,我爱你妹不爱你,20000,7
cc8c44ab84e9fff3684df3524d39a676,终于让我问出来了,20000,8
87d89db6f01bda4bcc9867b6cc6a7237,吃你,20000,2
ba39381cb5c8a5d08dffdf218efc01cd,加上你了,20000,4
5bf55b227779f833dfe4a7bf73b317b1,就知道吃,20000,4
a9b5c7143e4077bbb145fc318a1030b7,我怕墙塌了,20000,5
7ad77bd4284f48310ea82aeb1d4af639,我美吗,20000,3
548824a93b21b5888279b24a0a504de8,额。。。。,20000,5
c0e644582fbe6680cd3816fa3c8d11ec,愁人,20000,2
cb5fbaf24570d7f4543cd5f5c6e030f1,好吧,20000,2
3b8477c291c5c858d36935323c444ed9,我是不是得说谢谢,20000,8
3ba8ed8a0241c0a300ae42a8502ea112,最近很累,20000,4
75e5314b9a08fb77933727f8b82f018c,你妈头,20000,3
5cb6a2e8beba6c1b7925cfa0f068fdbf,中文版的道歉,20000,6
dea03d6d0cb65a118a5ed390bc248bdc,冷笑话,20000,3
a137ebd186a79574a99fbbb65cbd3da8,小通,20000,2
9e04b9e7cda83e5eccd2c801c8a330f7,你疼我不疼,20000,5
e212de521838ec5f0ff1126df01f038f,给你找个媳妇儿要不要,20000,10
c6aafcfd75837f77759d7ab115fcb7cb,想揍你,20000,3
c3d45cf48b492b3d4d48993c7bdf2fba,你也知道章丘出鲍芹,20000,9
f0b462aa6c2c2a4a434fa36d4e110414,为什么叫小通?两年之后就老了是要改名字的,20000,20
3addac1ec857622c65d22f75312d0252,次奥,20000,2
4c3c5be787d962e110aa7a82c612e0ea,又來?信不信炖了你,20000,9
be6cd897484961e62d5dd530e50e2ee2,你不乖,20000,3
57f0f74c44602c63900295ef0b089972,给你毛巾,20000,4
15d4dc34dcc38c3e3e298b9f3183486f,你在人家照片下面回复了么,20000,12
fb77420ecc3d6b293ad97c9a360cc894,哎呦个毛线,20000,5
30711ffd2671cb5f8235f9a8fb73813f,笑你妹,20000,3
b079790de7520efd074b079f9c5fc366,小黄,20000,2
ced4eaae1aadd1c1950d116b0e54f88b,我想问你萌不萌,20000,7
cb5fbaf24570d7f4543cd5f5c6e030f1,好吧,20000,2
cbd62cd91a5539aa0c0a0d840d46c246,不饿,20000,2
272e3291905450632abea6d705cac39b,大众鸡脸,20000,4
29186fb780f0271d67b0e14f0cfbbf8a,笑话来个搞笑的,20000,7
